title,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,movie_id
"Edge, The (Kray) (2010)",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16563
"Living Wake, The (2007)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16564
"Dilemma, The (2011)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16565
Frankie and Alice (2010),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16566
Blues in the Night (1941),0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,16567
"Gorgeous Hussy, The (1936)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16568
Pete 'n' Tillie (1972),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16569
Wicked Little Things (2006),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16570
Lucky Jordan (1942),0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16571
Om Jai Jagadish (2002),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16572
Daydreams (1922),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16573
Down Argentine Way (1940),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16574
"Europeans, The (1979)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16575
My Dear Secretary (1948),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16576
"Trip, The (2010)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16577
Walt & El Grupo (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16578
Good Time Max (2007),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16579
Gravity (Schwerkraft) (2009),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,16580
2012: Time for Change (2010),0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16581
Cool It (2010),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16582
Eight Miles High (Das wilde Leben) (2007),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16583
Treeless Mountain (2008),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16584
Decision at Sundown (1957),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16585
Beware of a Holy Whore (Warnung vor einer heiligen Nutte) (1971),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16586
Kisses (2008),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16587
Phone Call from a Stranger (1952),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16588
Throw Down (Yau doh lung fu bong) (2004),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16589
Congorama (2006),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16590
"Nun, The (La religieuse) (1966)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16591
"S21: The Khmer Rouge Death Machine (S-21, la machine de mort Khmère rouge) (2003)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16592
Poetry (Shi) (2010),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16593
Birdwatchers (BirdWatchers - La terra degli uomini rossi) (2008),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16594
Wittgenstein (1993),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16595
History Is Made at Night (1937),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16596
Monte Carlo (1930),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16597
"Tuesday, After Christmas (Marti, dupa craciun) (2010)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16598
City of Pirates (La ville des pirates) (1983),0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,16599
Short Night of the Glass Dolls (La corta notte delle bambole di vetro) (1971),0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,16600
"Housemaid, The (Hanyo) (2010)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16601
Five (1951),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,16602
"Prowler, The (1951)",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,16603
Limitless (2011),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,16604
Transcendent Man (2009),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16605
Happy People: A Year in the Taiga (2010),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16606
Craig's Wife (1936),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16607
Wishful Drinking (2010),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16608
"One and Only, The (2002)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16609
Brute (Bandyta) (1998),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16610
Ca$h (2008),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16611
Waxworks (Das Wachsfigurenkabinett) (1924),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,16612
Jew Süss (Jud Süß) (1940),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16613
Shogun's Ninja (Ninja bugeicho momochi sandayu) (1980),0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16614
Makai Tensho: Samurai Reincarnation (Makai tenshô) (1981),0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,16615
Evangelion: 2.0 You Can (Not) Advance (Evangerion shin gekijôban: Ha) (2009),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,16616
I Spit on Your Grave (2010),0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,16617
Corto Maltese: Ballad of the Salt Sea (Corto Maltese - La ballade de la mer salée) (2003),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16618
Mademoiselle Chambon (2009),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16619
First Love (Primo Amore) (2004),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16620
"Girl by the Lake, The (La ragazza del lago) (2007)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,16621
"Balloonatic, The (1923)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16622
"Love Nest, The (1923)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16623
Simple Simon (I rymden finns inga känslor) (2010),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16624
"White Stripes Under Great White Northern Lights, The (2009)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16625
Aankhen (2002),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16626
Even the Rain (También la lluvia) (2010),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16627
Welcome to the Rileys (2010),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16628
It Happened on Fifth Avenue (1947),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16629
"Organizer, The (I compagni) (1963)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16630
Christmas Holiday (1944),0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,16631
Back Street (1961),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16632
Up in Arms (1944),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16633
"Traveler, The (2010)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,16634
Chain Letter (2009),0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,16635
Zeitgeist: Moving Forward (2011),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16636
"Stewart Lee: If You Prefer a Milder Comedian, Please Ask for One (2010)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16637
Look What's Happened to Rosemary's Baby (a.k.a. Rosemary's Baby II) (1976),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,16638
"Great Stone Face, The (1968)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16639
Speed & Angels (2008),0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,16640
Of Human Hearts (1938),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16641
Princess O'Rourke (1943),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16642
Trial (1955),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16643
"Whisperers, The (1967)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,16644
And Now My Love (Toute une vie) (1974),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16645
What Women Want (a.k.a. I Know a Woman's Heart) (2011),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16646
Home Alone 4 (2002),0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16647
"Code Conspiracy, The (2002)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,16648
"Rich, Young and Pretty (1951)",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16649
I Knew It Was You: Rediscovering John Cazale (2009),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16650
"Rains of Ranchipur, The (1955)",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16651
No Strings Attached (2011),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16652
Boogie Woogie (2009),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16653
"Lincoln Lawyer, The (2011)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,16654
"Rite, The (2011)",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,16655
Dog Pound (2010),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16656
All-Star Superman (2011),0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16657
Less is More (Menos es más) (2000),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16658
Dark Forces (Harlequin) (1980),0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,16659
And Everything Is Going Fine (2010),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16660
Eccentricities of a Blonde-haired Girl (Singularidades de uma Rapariga Loura) (2009),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16661
The Law of the Weakest (2006),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,16662
Tale of Cinema (Geuk jang jeon) (2005),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16663
"Little Thief, The (Le petit voleur) (1999)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16664
Hadewijch (2009),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16665
High and Dry (1954),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16666
"Devil's Playground, The (1976)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16667
Mysterious Object at Noon (Dokfa nai meuman) (2000),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,16668
Little Soldier (Lille soldat) (2008),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16669
"Rise and Fall of Legs Diamond, The (1960)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16670
"Day a Pig Fell Into the Well, The (Daijiga umule pajinnal) (1996)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16671
Remember My Name (1978),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,16672
Who's Camus Anyway? (Kamyu nante shiranai) (2005),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16673
"Magic Gloves, The (Los guantes mágicos) (2003)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16674
Riot in Cell Block 11 (1954),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16675
Nickelodeon (1976),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16676
Lucky Lady (1975),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16677
Seventh Horse of the Sun  (Suraj Ka Satvan Ghoda) (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16678
"World According to Sesame Street, The (2006)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16679
Raja (2003),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16680
Silent Souls (Ovsyanki) (2010),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16681
The Raid (1954),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,16682
Belphecor: Curse of the Mummy (Belphégor - Le fantôme du Louvre) (2001),0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,16683
Girls About Town (1931),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16684
Kill! (Kiru) (1968),0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16685
Virus X (2010),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,16686
Thirty-Five Something (Tout pour plaire) (2005),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16687
Tyler Perry's For Colored Girls (2010),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16688
Kolberg (1945),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,16689
"Suspended Vocation, The (La vocation suspendue) (1978)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16690
"Hole in the Soul, A (Rupa u dusi) (1994)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16691
44500 Max (2009),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16692
Pekka ja Pätkä salapoliiseina (1957),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16693
Slave Ship (1937),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16694
From Prada to Nada (2011),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16695
Young Aphrodites (Mikres Afrodites) (1963),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16696
Offspring (2009),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16697
Legend of the Eight Samurai (Satomi hakken-den) (1983),0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,16698
Country Strong (2010),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,16699
Unknown (2011),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,16700
Sanctum (2011),0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,16701
Cedar Rapids (2011),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16702
Tongan Ninja (2002),0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16703
Mirrors 2 (2010),0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,16704
Gnomeo & Juliet (2011),0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,16705
Saps at Sea (1940),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16706
Skippy (1931),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16707
Allegheny Uprising (1939),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16708
All the Brothers Were Valiant (1953),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16709
Ulysses (1967),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16710
"Misadventures of Margaret, The (1998)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16711
Elizabeth I (2005),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16712
Pepe (1960),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16713
When Ladies Meet (1941),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16714
Lloyds of London (1936),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,16715
Libel (1959),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16716
My Foolish Heart (1949),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16717
Trader Horn (1931),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16718
They Gave Him A Gun (1937),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16719
Rage in Heaven (1941),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,16720
Burke and Hare (2010),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16721
Hands of the Ripper (1971),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,16722
Castaway on the Moon (Kimssi pyoryugi) (2009),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16723
Army of Crime (L'armée du crime) (2009),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,16724
Vanishing on 7th Street (2010),0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,16725
Old Man Made in Spain (Abuelo made in Spain) (1969),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16726
Tuareg: The Desert Warrior (Tuareg - Il guerriero del deserto) (1984),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16727
Slaughter (2009),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,16728
Open House (2010),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,16729
Werewolves on Wheels (1971),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16730
Fantasma (2006),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16731
Glitterbug (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16732
Client 9: The Rise and Fall of Eliot Spitzer (2010),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16733
Paul (2011),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16734
Submarino (2010),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16735
All the Colors of the Dark (1972),0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,16736
Inspector Bellamy (Bellamy) (2009),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16737
"Notorious Landlady, The (1962)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16738
Szamanka (1996),0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,16739
What Is It? (2005),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16740
"8 Diagram Pole Fighter, The (a.k.a. Invincible Pole Fighter) (Wu Lang ba gua gun) (1984)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16741
"Asphyx, The (1973)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,16742
Sut (Milk) (2008),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16743
Midnight Movies: From the Margin to the Mainstream (2005),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16744
Hideaway (2009),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16745
Three Crowns of the Sailor (Les trois couronnes du matelot) (1983),0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,16746
Don Quixote (Don Quijote de Orson Welles) (1992),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16747
Three Kingdoms: Resurrection of the Dragon (Saam gwok dzi gin lung se gap) (2008),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,16748
"Spiders, Part 2: The Diamond Ship, The (Die Spinnen, 2. Teil - Das Brillantenschiff) (1920)",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16749
Harakiri (1919),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16750
Brother 2 (Brat 2) (2000),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16751
Emma (2009),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16752
Judith of Bethulia (1914),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16753
Desert Flower (2009),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16754
Adrift in Tokyo (Tenten) (2007),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16755
"Cold Light of Day, The (1996)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,16756
"Jimmy Rosenberg: The Father, the Son & the Talent (2006)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16757
Spider Lilies (Ci qing) (2007),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16758
On Earth as It Is in Heaven (Así en el cielo como en la tierra) (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16759
In the Midst of Life (Au coeur de la vie) (1963),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,16760
At Long Last Love (1975),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16761
Bungee Jumping of Their Own (Beonjijeompeureul hada) (2001),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16762
"Infidel, The (2010)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16763
"Feuerzangenbowle, Die (1944)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16764
Incantato (Il cuore altrove) (2003),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16765
Run of the Arrow (1957),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16766
Drive Angry (2011),0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,16767
Rango (2011),0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16768
Thunder Bay (1953),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16769
Take Me Home Tonight (2011),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16770
Confessions (Kokuhaku) (2010),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,16771
"Adjustment Bureau, The (2011)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,16772
"Tempest, The (2010)",0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,16773
Tycoon (1947),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16774
Journey for Margaret (1942),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,16775
God on Trial (2008),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16776
Holokaustin värit (2010),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16777
Chronicle of the Years of Fire (Chronique des années de braise) (1975),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16778
"Long Absence, The (Une aussi longue absence) (1961)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16779
Lapland Odyssey (Napapiirin sankarit) (2010),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16780
Edge of Darkness (1943),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,16781
"Magus, The (1968)",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,16782
Elvis on Tour (1972),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,16783
Italianamerican (1974),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16784
Presumed Guilty (Presunto culpable) (2008),0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16785
Happythankyoumoreplease (2010),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16786
Background to Danger (1943),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,16787
"Given Word, The (O Pagador de Promessas) (1962)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16788
Autumn Leaves (1956),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16789
Cropsey (2009),0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16790
"Mechanic, The (2011)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,16791
Hall Pass (2011),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16792
"Eagle, The (2011)",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16793
I Am Number Four (2011),0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,16794
Blackout (2007),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13402
